Utility,Pollution,Inertia,Reliability,group
0.805674649750906,5.755062556580993,0.8585858585858586,0.050300000000000046,0
0.7649123701574393,7.829791209877589,0.8585858585858586,0.030000000000000075,0
0.8636070091517145,9.892529188067686,0.8585858585858586,0.03999999999999998,0
0.5570145520981484,4.107118112237282,0.8585858585858586,0.06730000000000005,0
1.619671933002552,2.2837087531096363,0.8585858585858586,0.07,0
0.5551697556591703,3.9448791562068894,0.8585858585858586,0.10210000000000008,0
0.9616674438812947,8.333398523182503,0.8585858585858586,0.018899999999999993,0
1.0033892530985196,4.016595051324405,0.8585858585858586,0.051000000000000045,0
0.5607529035089538,11.026038358305266,0.8585858585858586,0.04700000000000001,0
0.6937032795949087,2.853833464623778,0.8585858585858586,0.16479999999999992,0
0.8212697779138098,2.190557482697089,0.8585858585858586,0.08549999999999991,0
0.7990539556093257,4.0416324919863245,0.8585858585858586,0.06000000000000015,0
0.6798484449688633,0.31522931705881757,0.8585858585858586,1.0000000000000007,0
1.1131672768568583,2.2691515327525,0.8585858585858586,0.08859999999999989,0
1.3547374356393678,3.387586510756317,0.8585858585858586,0.07999999999999996,0
0.7005220133955975,6.87968706989333,0.8585858585858586,0.06220000000000012,0
0.6739887227699433,0.30559847822751013,0.8585858585858586,1.0000000000000007,0
1.2308063553970148,0.37283124646484683,0.8585858585858586,1.0000000000000007,0
0.792685135005754,0.2745702384521654,0.8585858585858586,1.0000000000000007,0
0.8428844922718891,4.197325749544564,0.8585858585858586,0.05000000000000004,0
0.8145686368422337,4.435425320228434,0.8585858585858586,0.0899999999999999,0
0.6846070000752605,10.29785864241015,0.8585858585858586,0.04159999999999997,0
0.6293768820972333,9.393399565643026,0.8585858585858586,0.05000000000000004,0
0.6894297532886074,2.670315245390151,0.8585858585858586,0.15520000000000006,0
1.180655338782306,2.6111398067669174,0.8585858585858586,0.05000000000000004,0
0.6586417758931715,4.552276620499077,0.8585858585858586,0.05000000000000004,0
0.9789805018280785,2.7694322751477403,0.8585858585858586,0.10000000000000007,0
0.7856326508377409,2.199042088811486,0.8585858585858586,0.0899999999999999,0
1.2518893434158254,7.508492955609768,0.8585858585858586,0.01999999999999999,0
0.944098521446062,3.6942306879232856,0.8585858585858586,0.15620000000000003,0
1.1016111789584202,11.270053769501573,0.8585858585858586,0.01999999999999999,0
1.5177683364465844,2.5710140715758585,0.8585858585858586,0.10000000000000007,0
0.6402488923128746,10.099817550093388,0.8585858585858586,0.029900000000000072,0
0.8120818272724917,3.3161491548039614,0.8585858585858586,0.1026000000000001,0
0.719126226818185,6.343442665154256,0.8585858585858586,0.01999999999999999,0
0.8297912704551387,5.011545520580714,0.8585858585858586,0.07,0
0.6105883229006681,2.653623039489085,0.8585858585858586,0.0899999999999999,0
1.2256293951614134,3.467424209269049,0.8585858585858586,0.11580000000000021,0
0.5546442592132658,3.515412773267488,0.8585858585858586,0.10000000000000007,0
1.1219732628638954,2.9164041132725487,0.8585858585858586,0.30290000000000006,0
0.6298864778530018,8.396499553912278,0.8585858585858586,0.03999999999999998,0
0.8721278118233166,3.2714408756028948,0.8585858585858586,0.13539999999999985,0
1.484101666772523,0.306221984207478,0.8585858585858586,1.0000000000000007,0
0.9584505115205721,2.9314507257228444,0.8585858585858586,0.11000000000000008,0
0.9629456556990237,0.4939281919532373,0.8585858585858586,1.0000000000000007,0
0.5676655921481415,8.776250539500321,0.8585858585858586,0.03999999999999998,0
0.7871897109601783,7.777806760858299,0.8585858585858586,0.05000000000000004,0
0.7393848027601415,0.3547730233806222,0.8585858585858586,1.0000000000000007,0
0.5731286634400797,3.72622464453036,0.8585858585858586,0.04950000000000003,0
1.0587455846975145,4.12438629983532,0.8585858585858586,0.09790000000000004,0
0.7520660181830799,0.4108384562928284,0.8585858585858586,1.0000000000000007,0
0.5992744010575224,7.128666690401481,0.8585858585858586,0.059000000000000136,0
0.818744896250576,2.578432484027076,0.8585858585858586,0.10010000000000008,0
1.596838724586104,0.3119907100320832,0.8585858585858586,1.0000000000000007,0
1.6048387716758221,5.384928245651078,0.8585858585858586,0.030000000000000075,0
0.6974067933078152,6.300381636507425,0.8585858585858586,0.06000000000000015,0
1.1175552260641777,10.407450759367753,0.8585858585858586,0.05000000000000004,0
1.3690990794478042,7.638561189228097,0.8585858585858586,0.03999999999999998,0
1.338627228903395,0.31751675994708833,0.8585858585858586,1.0000000000000007,0
0.6439540793713797,2.178090465943074,0.8585858585858586,0.060100000000000146,0
1.0287948439004317,4.49054041544499,0.8585858585858586,0.08239999999999996,0
0.6547721824222545,4.160756114170996,0.8585858585858586,0.06000000000000015,0
1.27911325506334,3.2432309938286155,0.8585858585858586,0.10890000000000007,0
0.6619937990194283,6.8645521292044585,0.8585858585858586,0.06910000000000002,0
0.5834899659930197,2.4898287703033635,0.8585858585858586,0.14980000000000013,0
1.5226784083846157,7.958757915294041,0.8585858585858586,0.05000000000000004,0
1.2978202429089856,0.4893346031832128,0.8585858585858586,0.9816000000000006,0
0.5901540709563967,3.056123005174752,0.8585858585858586,0.11970000000000029,0
1.4723697789422905,0.36941106669219204,0.8585858585858586,1.0000000000000007,0
